Date,Winner,Loser,WRank,LRank,WPts,LPts,B365W,B365L,PSW,PSL
07/12/2021,Player35,Player37,57,52,1093,1222,1.96,1.85,2.02,1.91
08/12/2021,Player5,Player2,21,44,3756,1873,1.6,2.35,1.65,2.42
08/12/2021,Player0,Player1,33,60,2577,994,1.51,2.58,1.55,2.65
08/12/2021,Player10,Player21,31,53,2848,1077,1.54,2.5,1.58,2.58
09/12/2021,Player40,Player41,17,51,3658,1403,1.47,2.71,1.51,2.79
09/12/2021,Player23,Player28,8,18,3953,3592,1.7,2.16,1.75,2.23
09/12/2021,Player38,Player19,5,50,4828,1479,1.39,3.02,1.43,3.11
10/12/2021,Player46,Player16,7,35,4796,2680,1.54,2.49,1.59,2.57
10/12/2021,Player55,Player58,36,38,2316,2420,1.97,1.84,2.03,1.9
10/12/2021,Player0,Player18,33,23,2577,3354,2.15,1.71,2.21,1.76
11/12/2021,Player8,Player13,59,39,901,2325,2.33,1.61,2.4,1.66
11/12/2021,Player44,Player32,22,46,3686,1603,1.54,2.49,1.59,2.56
11/12/2021,Player49,Player7,10,20,4133,3316,1.65,2.25,1.7,2.32
12/12/2021,Player47,Player27,6,4,4446,4718,1.97,1.84,2.03,1.9
12/12/2021,Player9,Player23,29,8,3213,3953,2.34,1.6,2.41,1.65
12/12/2021,Player3,Player43,28,1,3305,4968,2.54,1.52,2.61,1.57
13/12/2021,Player28,Player23,18,8,3592,3953,2.11,1.74,2.17,1.79
13/12/2021,Player42,Player1,13,60,3909,994,1.36,3.2,1.4,3.29
13/12/2021,Player12,Player36,26,58,3655,885,1.47,2.7,1.51,2.78
14/12/2021,Player14,Player35,11,57,4174,1093,1.4,2.99,1.44,3.08
14/12/2021,Player13,Player58,39,38,2325,2420,1.92,1.89,1.97,1.95
14/12/2021,Player1,Player8,60,59,994,901,1.82,2.0,1.87,2.06
15/12/2021,Player27,Player5,4,21,4718,3756,1.8,2.02,1.85,2.08
15/12/2021,Player50,Player13,15,39,3906,2325,1.59,2.37,1.64,2.44
15/12/2021,Player18,Player33,23,24,3354,3673,1.87,1.94,1.93,1.99
16/12/2021,Player50,Player0,15,33,3906,2577,1.45,2.78,1.49,2.87
16/12/2021,Player4,Player57,19,48,3295,1587,1.46,2.73,1.5,2.82
16/12/2021,Player59,Player20,43,41,2172,2260,2.16,1.7,2.22,1.75
17/12/2021,Player58,Player19,38,50,2420,1479,1.65,2.25,1.7,2.32
17/12/2021,Player37,Player35,52,57,1222,1093,1.8,2.02,1.85,2.08
17/12/2021,Player40,Player29,17,54,3658,1316,1.42,2.9,1.46,2.99
18/12/2021,Player43,Player4,1,19,4968,3295,1.68,2.21,1.73,2.27
18/12/2021,Player58,Player57,38,48,2420,1587,1.9,1.91,1.95,1.97
18/12/2021,Player52,Player1,3,60,4703,994,1.29,3.66,1.32,3.77
19/12/2021,Player44,Player40,22,17,3686,3658,2.02,1.8,2.08,1.85
19/12/2021,Player16,Player19,35,50,2680,1479,1.74,2.1,1.79,2.17
19/12/2021,Player39,Player49,37,10,2389,4133,2.52,1.53,2.59,1.58
20/12/2021,Player38,Player4,5,19,4828,3295,1.68,2.2,1.73,2.27
20/12/2021,Player24,Player30,40,56,2440,1065,1.69,2.19,1.74,2.25
20/12/2021,Player4,Player48,19,12,3295,4191,2.13,1.72,2.19,1.77
21/12/2021,Player40,Player5,17,21,3658,3756,1.86,1.95,1.91,2.01
21/12/2021,Player48,Player29,12,54,4191,1316,1.29,3.63,1.33,3.74
21/12/2021,Player56,Player52,14,3,3706,4703,2.1,1.74,2.16,1.79
22/12/2021,Player2,Player30,44,56,1873,1065,1.72,2.13,1.77,2.2
22/12/2021,Player56,Player5,14,21,3706,3756,1.71,2.15,1.76,2.21
22/12/2021,Player54,Player57,47,48,1574,1587,1.74,2.1,1.79,2.16
23/12/2021,Player9,Player50,29,15,3213,3906,2.3,1.63,2.36,1.68
23/12/2021,Player9,Player38,29,5,3213,4828,2.63,1.49,2.71,1.54
23/12/2021,Player27,Player25,4,16,4718,3895,1.74,2.1,1.79,2.17
24/12/2021,Player3,Player57,28,48,3305,1587,1.54,2.49,1.59,2.57
24/12/2021,Player29,Player19,54,50,1316,1479,2.05,1.78,2.11,1.83
24/12/2021,Player9,Player50,29,15,3213,3906,2.45,1.56,2.52,1.6
25/12/2021,Player7,Player48,20,12,3316,4191,1.96,1.85,2.02,1.9
25/12/2021,Player45,Player16,25,35,3083,2680,1.74,2.1,1.79,2.17
25/12/2021,Player53,Player51,2,27,4719,3119,1.48,2.67,1.53,2.74
26/12/2021,Player48,Player59,12,43,4191,2172,1.45,2.79,1.49,2.87
26/12/2021,Player36,Player25,58,16,885,3895,2.74,1.46,2.82,1.5
26/12/2021,Player15,Player31,34,55,2466,899,1.48,2.67,1.52,2.75
27/12/2021,Player22,Player13,42,39,1754,2325,1.76,2.08,1.81,2.14
27/12/2021,Player43,Player29,1,54,4968,1316,1.26,3.89,1.3,4.0
27/12/2021,Player56,Player28,14,18,3706,3592,1.96,1.85,2.02,1.91
28/12/2021,Player25,Player4,16,19,3895,3295,1.75,2.09,1.8,2.15
28/12/2021,Player28,Player27,18,4,3592,4718,2.07,1.77,2.13,1.82
28/12/2021,Player21,Player43,53,1,1077,4968,3.62,1.29,3.73,1.33
29/12/2021,Player7,Player11,20,45,3316,2050,1.42,2.89,1.46,2.97
29/12/2021,Player58,Player3,38,28,2420,3305,2.12,1.73,2.18,1.78
29/12/2021,Player53,Player6,2,9,4719,4577,1.9,1.91,1.96,1.96
30/12/2021,Player49,Player3,10,28,4133,3305,1.56,2.45,1.6,2.52
30/12/2021,Player16,Player45,35,25,2680,3083,2.22,1.67,2.28,1.72
30/12/2021,Player53,Player48,2,12,4719,4191,1.76,2.08,1.81,2.14
31/12/2021,Player47,Player25,6,16,4446,3895,1.6,2.35,1.65,2.42
31/12/2021,Player19,Player53,50,2,1479,4719,3.49,1.31,3.6,1.35
31/12/2021,Player11,Player7,45,20,2050,3316,2.63,1.49,2.71,1.54
01/01/2022,Player48,Player49,12,10,4191,4133,1.7,2.16,1.75,2.23
01/01/2022,Player28,Player22,18,42,3592,1754,1.54,2.5,1.58,2.58
01/01/2022,Player32,Player41,46,51,1603,1403,1.66,2.23,1.71,2.3
02/01/2022,Player5,Player7,21,20,3756,3316,2.22,1.67,2.29,1.71
02/01/2022,Player19,Player23,50,8,1479,3953,3.63,1.29,3.74,1.33
02/01/2022,Player41,Player1,51,60,1403,994,1.77,2.06,1.82,2.13
03/01/2022,Player22,Player31,42,55,1754,899,1.62,2.3,1.67,2.37
03/01/2022,Player50,Player21,15,53,3906,1077,1.36,3.16,1.4,3.25
03/01/2022,Player20,Player11,41,45,2260,2050,1.78,2.05,1.83,2.11
04/01/2022,Player50,Player51,15,27,3906,3119,1.5,2.59,1.55,2.67
04/01/2022,Player58,Player4,38,19,2420,3295,2.34,1.61,2.41,1.65
04/01/2022,Player12,Player51,26,27,3655,3119,2.0,1.82,2.06,1.87
05/01/2022,Player5,Player18,21,23,3756,3354,2.02,1.81,2.08,1.86
05/01/2022,Player55,Player15,36,34,2316,2466,1.98,1.84,2.04,1.89
05/01/2022,Player21,Player26,53,30,1077,3202,2.52,1.53,2.59,1.58
06/01/2022,Player49,Player54,10,47,4133,1574,1.4,2.97,1.44,3.06
06/01/2022,Player43,Player40,1,17,4968,3658,1.7,2.16,1.75,2.22
06/01/2022,Player42,Player25,13,16,3909,3895,1.85,1.96,1.9,2.02
07/01/2022,Player45,Player26,25,30,3083,3202,1.96,1.85,2.02,1.91
07/01/2022,Player29,Player24,54,40,1316,2440,2.2,1.68,2.27,1.73
07/01/2022,Player40,Player48,17,12,3658,4191,2.17,1.7,2.23,1.75
08/01/2022,Player55,Player5,36,21,2316,3756,2.17,1.7,2.23,1.75
08/01/2022,Player49,Player57,10,48,4133,1587,1.36,3.2,1.4,3.29
08/01/2022,Player46,Player36,7,58,4796,885,1.3,3.59,1.33,3.69
09/01/2022,Player2,Player59,44,43,1873,2172,1.8,2.02,1.86,2.08
09/01/2022,Player15,Player50,34,15,2466,3906,2.37,1.59,2.44,1.64
09/01/2022,Player12,Player44,26,22,3655,3686,1.97,1.85,2.02,1.9
10/01/2022,Player0,Player8,33,59,2577,901,1.68,2.19,1.73,2.26
10/01/2022,Player5,Player13,21,39,3756,2325,1.8,2.03,1.85,2.08
10/01/2022,Player33,Player46,24,7,3673,4796,2.55,1.52,2.62,1.57
11/01/2022,Player51,Player24,27,40,3119,2440,1.73,2.12,1.78,2.18
11/01/2022,Player16,Player17,35,49,2680,1531,1.66,2.24,1.71,2.3
11/01/2022,Player27,Player57,4,48,4718,1587,1.38,3.06,1.42,3.15
12/01/2022,Player45,Player57,25,48,3083,1587,1.46,2.73,1.5,2.81
12/01/2022,Player35,Player19,57,50,1093,1479,2.05,1.78,2.11,1.83
12/01/2022,Player32,Player43,46,1,1603,4968,3.37,1.33,3.46,1.37
13/01/2022,Player55,Player28,36,18,2316,3592,2.22,1.67,2.29,1.71
13/01/2022,Player12,Player33,26,24,3655,3673,2.15,1.71,2.22,1.76
13/01/2022,Player22,Player39,42,37,1754,2389,2.09,1.75,2.15,1.8
14/01/2022,Player48,Player54,12,47,4191,1574,1.41,2.96,1.45,3.04
14/01/2022,Player52,Player18,3,23,4703,3354,1.41,2.92,1.45,3.01
14/01/2022,Player48,Player11,12,45,4191,2050,1.53,2.53,1.57,2.61
15/01/2022,Player41,Player20,51,41,1403,2260,1.91,1.9,1.96,1.96
15/01/2022,Player5,Player24,21,40,3756,2440,1.6,2.36,1.64,2.43
15/01/2022,Player40,Player7,17,20,3658,3316,1.72,2.13,1.77,2.19
16/01/2022,Player28,Player16,18,35,3592,2680,1.67,2.22,1.72,2.29
16/01/2022,Player24,Player41,40,51,2440,1403,1.7,2.16,1.75,2.22
16/01/2022,Player45,Player44,25,22,3083,3686,2.21,1.68,2.27,1.72
17/01/2022,Player57,Player4,48,19,1587,3295,2.65,1.49,2.73,1.53
17/01/2022,Player52,Player4,3,19,4703,3295,1.67,2.22,1.71,2.29
17/01/2022,Player28,Player47,18,6,3592,4446,2.26,1.64,2.33,1.69
18/01/2022,Player33,Player3,24,28,3673,3305,1.84,1.98,1.89,2.03
18/01/2022,Player17,Player13,49,39,1531,2325,2.05,1.78,2.11,1.83
18/01/2022,Player23,Player8,8,59,3953,901,1.35,3.22,1.39,3.31
19/01/2022,Player58,Player46,38,7,2420,4796,2.81,1.44,2.89,1.48
19/01/2022,Player41,Player58,51,38,1403,2420,2.24,1.66,2.3,1.71
19/01/2022,Player28,Player30,18,56,3592,1065,1.36,3.17,1.4,3.26
20/01/2022,Player45,Player47,25,6,3083,4446,2.17,1.7,2.24,1.75
20/01/2022,Player11,Player36,45,58,2050,885,1.62,2.32,1.67,2.38
20/01/2022,Player52,Player12,3,26,4703,3655,1.39,3.03,1.43,3.12
21/01/2022,Player7,Player25,20,16,3316,3895,1.94,1.87,1.99,1.93
21/01/2022,Player38,Player8,5,59,4828,901,1.23,4.23,1.27,4.35
21/01/2022,Player26,Player6,30,9,3202,4577,2.05,1.78,2.11,1.83
22/01/2022,Player30,Player58,56,38,1065,2420,2.13,1.72,2.2,1.77
22/01/2022,Player7,Player30,20,56,3316,1065,1.37,3.13,1.41,3.22
22/01/2022,Player57,Player6,48,9,1587,4577,2.74,1.46,2.83,1.5
23/01/2022,Player11,Player43,45,1,2050,4968,3.05,1.38,3.14,1.43
23/01/2022,Player58,Player5,38,21,2420,3756,2.16,1.7,2.23,1.75
23/01/2022,Player20,Player17,41,49,2260,1531,1.8,2.02,1.85,2.08
24/01/2022,Player14,Player16,11,35,4174,2680,1.6,2.35,1.65,2.42
24/01/2022,Player13,Player5,39,21,2325,3756,2.55,1.52,2.63,1.56
24/01/2022,Player16,Player7,35,20,2680,3316,2.14,1.72,2.2,1.77
25/01/2022,Player48,Player22,12,42,4191,1754,1.52,2.55,1.56,2.63
25/01/2022,Player55,Player59,36,43,2316,2172,1.86,1.96,1.91,2.01
25/01/2022,Player47,Player54,6,47,4446,1574,1.35,3.22,1.39,3.31
26/01/2022,Player16,Player58,35,38,2680,2420,1.81,2.01,1.86,2.07
26/01/2022,Player41,Player8,51,59,1403,901,1.8,2.02,1.86,2.08
26/01/2022,Player5,Player16,21,35,3756,2680,1.74,2.1,1.8,2.16
27/01/2022,Player56,Player6,14,9,3706,4577,2.11,1.73,2.18,1.78
27/01/2022,Player14,Player53,11,2,4174,4719,2.21,1.67,2.27,1.72
27/01/2022,Player54,Player34,47,32,1574,2831,2.32,1.61,2.39,1.66
28/01/2022,Player5,Player50,21,15,3756,3906,1.96,1.85,2.02,1.9
28/01/2022,Player37,Player54,52,47,1222,1574,2.07,1.76,2.13,1.82
28/01/2022,Player53,Player27,2,4,4719,4718,1.9,1.91,1.96,1.96
29/01/2022,Player49,Player24,10,40,4133,2440,1.51,2.57,1.56,2.64
29/01/2022,Player53,Player40,2,17,4719,3658,1.59,2.37,1.64,2.44
29/01/2022,Player18,Player42,23,13,3354,3909,2.13,1.72,2.19,1.77
30/01/2022,Player2,Player18,44,23,1873,3354,2.23,1.66,2.3,1.71
30/01/2022,Player9,Player2,29,44,3213,1873,1.68,2.2,1.73,2.26
30/01/2022,Player54,Player35,47,57,1574,1093,1.66,2.23,1.71,2.3
31/01/2022,Player50,Player32,15,46,3906,1603,1.48,2.67,1.52,2.75
31/01/2022,Player47,Player57,6,48,4446,1587,1.4,2.98,1.44,3.07
31/01/2022,Player5,Player0,21,33,3756,2577,1.65,2.25,1.7,2.32
01/02/2022,Player56,Player3,14,28,3706,3305,1.62,2.31,1.67,2.37
01/02/2022,Player55,Player3,36,28,2316,3305,1.92,1.89,1.98,1.94
01/02/2022,Player4,Player21,19,53,3295,1077,1.43,2.86,1.47,2.95
02/02/2022,Player12,Player54,26,47,3655,1574,1.53,2.53,1.57,2.61
02/02/2022,Player3,Player54,28,47,3305,1574,1.68,2.2,1.73,2.26
02/02/2022,Player57,Player42,48,13,1587,3909,3.26,1.35,3.36,1.38
03/02/2022,Player29,Player32,54,46,1316,1603,2.22,1.67,2.28,1.72
03/02/2022,Player38,Player29,5,54,4828,1316,1.26,3.91,1.3,4.02
03/02/2022,Player8,Player16,59,35,901,2680,2.48,1.54,2.56,1.59
04/02/2022,Player51,Player20,27,41,3119,2260,1.63,2.29,1.68,2.35
04/02/2022,Player40,Player38,17,5,3658,4828,2.19,1.69,2.25,1.74
04/02/2022,Player23,Player3,8,28,3953,3305,1.6,2.35,1.65,2.42
05/02/2022,Player7,Player30,20,56,3316,1065,1.45,2.76,1.5,2.84
05/02/2022,Player15,Player31,34,55,2466,899,1.62,2.32,1.67,2.38
05/02/2022,Player56,Player0,14,33,3706,2577,1.54,2.49,1.59,2.56
06/02/2022,Player47,Player28,6,18,4446,3592,1.52,2.54,1.57,2.62
06/02/2022,Player25,Player54,16,47,3895,1574,1.57,2.43,1.61,2.5
06/02/2022,Player27,Player51,4,27,4718,3119,1.55,2.46,1.6,2.54
07/02/2022,Player44,Player53,22,2,3686,4719,2.38,1.59,2.45,1.63
07/02/2022,Player25,Player24,16,40,3895,2440,1.62,2.32,1.66,2.39
07/02/2022,Player14,Player1,11,60,4174,994,1.34,3.3,1.38,3.4
08/02/2022,Player26,Player29,30,54,3202,1316,1.55,2.47,1.59,2.55
08/02/2022,Player55,Player12,36,26,2316,3655,1.9,1.91,1.95,1.97
08/02/2022,Player5,Player29,21,54,3756,1316,1.44,2.8,1.48,2.89
09/02/2022,Player39,Player48,37,12,2389,4191,2.66,1.48,2.74,1.53
09/02/2022,Player9,Player21,29,53,3213,1077,1.54,2.5,1.58,2.58
09/02/2022,Player50,Player1,15,60,3906,994,1.31,3.48,1.35,3.58
10/02/2022,Player17,Player35,49,57,1531,1093,1.75,2.09,1.8,2.15
10/02/2022,Player53,Player47,2,6,4719,4446,1.91,1.9,1.97,1.95
10/02/2022,Player45,Player58,25,38,3083,2420,1.77,2.06,1.83,2.12
11/02/2022,Player56,Player32,14,46,3706,1603,1.51,2.57,1.56,2.64
11/02/2022,Player7,Player47,20,6,3316,4446,2.4,1.58,2.47,1.63
11/02/2022,Player19,Player4,50,19,1479,3295,2.67,1.48,2.75,1.52
12/02/2022,Player17,Player58,49,38,1531,2420,1.95,1.86,2.01,1.91
12/02/2022,Player3,Player48,28,12,3305,4191,2.41,1.58,2.48,1.62
12/02/2022,Player4,Player21,19,53,3295,1077,1.51,2.59,1.55,2.66
13/02/2022,Player48,Player54,12,47,4191,1574,1.44,2.83,1.48,2.91
13/02/2022,Player41,Player25,51,16,1403,3895,3.2,1.36,3.3,1.4
13/02/2022,Player34,Player48,32,12,2831,4191,2.51,1.53,2.58,1.58
14/02/2022,Player25,Player37,16,52,3895,1222,1.44,2.82,1.48,2.91
14/02/2022,Player29,Player11,54,45,1316,2050,1.98,1.84,2.03,1.89
14/02/2022,Player46,Player36,7,58,4796,885,1.28,3.68,1.32,3.79
15/02/2022,Player6,Player19,9,50,4577,1479,1.41,2.95,1.45,3.03
15/02/2022,Player47,Player31,6,55,4446,899,1.26,3.92,1.3,4.03
15/02/2022,Player14,Player27,11,4,4174,4718,2.13,1.72,2.19,1.77
16/02/2022,Player53,Player30,2,56,4719,1065,1.23,4.27,1.26,4.4
16/02/2022,Player51,Player3,27,28,3119,3305,2.13,1.72,2.19,1.77
16/02/2022,Player49,Player57,10,48,4133,1587,1.49,2.65,1.53,2.73
17/02/2022,Player12,Player47,26,6,3655,4446,2.67,1.48,2.75,1.52
17/02/2022,Player23,Player14,8,11,3953,4174,1.68,2.21,1.72,2.27
17/02/2022,Player43,Player56,1,14,4968,3706,1.82,2.0,1.88,2.05
18/02/2022,Player51,Player30,27,56,3119,1065,1.54,2.48,1.59,2.56
18/02/2022,Player48,Player18,12,23,4191,3354,1.65,2.25,1.7,2.32
18/02/2022,Player52,Player12,3,26,4703,3655,1.62,2.3,1.67,2.37
19/02/2022,Player40,Player10,17,31,3658,2848,1.8,2.03,1.85,2.08
19/02/2022,Player15,Player45,34,25,2466,3083,2.24,1.66,2.31,1.71
19/02/2022,Player33,Player39,24,37,3673,2389,1.85,1.96,1.91,2.02
20/02/2022,Player1,Player4,60,19,994,3295,3.12,1.37,3.21,1.41
20/02/2022,Player23,Player37,8,52,3953,1222,1.39,3.03,1.43,3.12
20/02/2022,Player18,Player22,23,42,3354,1754,1.6,2.36,1.65,2.43
21/02/2022,Player53,Player43,2,1,4719,4968,1.88,1.93,1.93,1.99
21/02/2022,Player29,Player3,54,28,1316,3305,2.42,1.57,2.49,1.62
21/02/2022,Player5,Player25,21,16,3756,3895,2.05,1.78,2.11,1.83
22/02/2022,Player8,Player56,59,14,901,3706,3.76,1.28,3.87,1.31
22/02/2022,Player33,Player53,24,2,3673,4719,2.44,1.56,2.51,1.61
22/02/2022,Player11,Player10,45,31,2050,2848,2.35,1.6,2.42,1.65
23/02/2022,Player16,Player6,35,9,2680,4577,2.67,1.48,2.75,1.52
23/02/2022,Player54,Player50,47,15,1574,3906,2.75,1.46,2.83,1.5
23/02/2022,Player1,Player33,60,24,994,3673,3.0,1.39,3.09,1.44
24/02/2022,Player19,Player25,50,16,1479,3895,3.35,1.33,3.45,1.37
24/02/2022,Player14,Player13,11,39,4174,2325,1.5,2.61,1.54,2.69
24/02/2022,Player53,Player3,2,28,4719,3305,1.61,2.33,1.66,2.4
25/02/2022,Player39,Player58,37,38,2389,2420,1.97,1.85,2.03,1.9
25/02/2022,Player40,Player20,17,41,3658,2260,1.54,2.49,1.59,2.57
25/02/2022,Player37,Player28,52,18,1222,3592,2.63,1.49,2.7,1.54
26/02/2022,Player55,Player35,36,57,2316,1093,1.63,2.3,1.67,2.37
26/02/2022,Player53,Player31,2,55,4719,899,1.24,4.07,1.28,4.19
26/02/2022,Player47,Player17,6,49,4446,1531,1.34,3.32,1.38,3.41
27/02/2022,Player35,Player10,57,31,1093,2848,2.47,1.55,2.54,1.6
27/02/2022,Player6,Player51,9,27,4577,3119,1.8,2.02,1.86,2.08
27/02/2022,Player34,Player24,32,40,2831,2440,1.71,2.15,1.76,2.21
28/02/2022,Player12,Player56,26,14,3655,3706,2.34,1.61,2.41,1.65
28/02/2022,Player33,Player42,24,13,3673,3909,2.14,1.71,2.21,1.76
28/02/2022,Player32,Player8,46,59,1603,901,1.7,2.16,1.75,2.23
01/03/2022,Player49,Player24,10,40,4133,2440,1.45,2.79,1.49,2.87
01/03/2022,Player22,Player35,42,57,1754,1093,1.77,2.06,1.82,2.12
01/03/2022,Player58,Player7,38,20,2420,3316,2.34,1.61,2.4,1.66
02/03/2022,Player54,Player29,47,54,1574,1316,1.89,1.92,1.94,1.98
02/03/2022,Player51,Player28,27,18,3119,3592,1.91,1.9,1.97,1.95
02/03/2022,Player52,Player48,3,12,4703,4191,1.84,1.98,1.89,2.04
03/03/2022,Player49,Player23,10,8,4133,3953,1.95,1.87,2.0,1.92
03/03/2022,Player1,Player4,60,19,994,3295,3.64,1.29,3.75,1.33
03/03/2022,Player37,Player59,52,43,1222,2172,2.14,1.71,2.21,1.76
04/03/2022,Player1,Player51,60,27,994,3119,2.84,1.43,2.92,1.48
04/03/2022,Player27,Player59,4,43,4718,2172,1.41,2.94,1.45,3.02
04/03/2022,Player45,Player0,25,33,3083,2577,1.76,2.07,1.82,2.13
05/03/2022,Player51,Player22,27,42,3119,1754,1.58,2.41,1.62,2.48
05/03/2022,Player21,Player40,53,17,1077,3658,3.49,1.31,3.59,1.35
05/03/2022,Player51,Player45,27,25,3119,3083,1.87,1.94,1.93,1.99
06/03/2022,Player23,Player17,8,49,3953,1531,1.44,2.81,1.48,2.89
06/03/2022,Player16,Player13,35,39,2680,2325,1.76,2.08,1.81,2.14
06/03/2022,Player16,Player12,35,26,2680,3655,2.13,1.72,2.2,1.77
07/03/2022,Player7,Player31,20,55,3316,899,1.38,3.06,1.42,3.15
07/03/2022,Player54,Player5,47,21,1574,3756,2.54,1.52,2.61,1.57
07/03/2022,Player40,Player39,17,37,3658,2389,1.68,2.2,1.73,2.26
08/03/2022,Player57,Player46,48,7,1587,4796,3.43,1.32,3.53,1.36
08/03/2022,Player59,Player55,43,36,2172,2316,1.9,1.91,1.96,1.96
08/03/2022,Player47,Player8,6,59,4446,901,1.24,4.15,1.27,4.27
09/03/2022,Player32,Player49,46,10,1603,4133,2.79,1.45,2.87,1.49
09/03/2022,Player39,Player58,37,38,2389,2420,2.06,1.77,2.12,1.82
09/03/2022,Player17,Player25,49,16,1531,3895,2.85,1.43,2.93,1.47
10/03/2022,Player53,Player32,2,46,4719,1603,1.45,2.77,1.5,2.85
10/03/2022,Player17,Player8,49,59,1531,901,1.67,2.21,1.72,2.28
10/03/2022,Player11,Player33,45,24,2050,3673,2.29,1.63,2.36,1.68
11/03/2022,Player57,Player27,48,4,1587,4718,3.27,1.34,3.37,1.38
11/03/2022,Player47,Player27,6,4,4446,4718,2.16,1.7,2.22,1.76
11/03/2022,Player6,Player40,9,17,4577,3658,1.71,2.15,1.76,2.22
12/03/2022,Player16,Player33,35,24,2680,3673,2.23,1.66,2.3,1.71
12/03/2022,Player29,Player34,54,32,1316,2831,2.4,1.58,2.47,1.63
12/03/2022,Player33,Player8,24,59,3673,901,1.33,3.37,1.37,3.47
13/03/2022,Player14,Player21,11,53,4174,1077,1.36,3.19,1.4,3.28
13/03/2022,Player34,Player55,32,36,2831,2316,1.86,1.95,1.92,2.01
13/03/2022,Player34,Player41,32,51,2831,1403,1.65,2.25,1.7,2.31
14/03/2022,Player35,Player6,57,9,1093,4577,3.54,1.3,3.65,1.34
14/03/2022,Player34,Player43,32,1,2831,4968,2.66,1.48,2.74,1.53
14/03/2022,Player27,Player25,4,16,4718,3895,1.57,2.42,1.62,2.49
15/03/2022,Player10,Player25,31,16,2848,3895,2.21,1.67,2.28,1.72
15/03/2022,Player3,Player20,28,41,3305,2260,1.62,2.31,1.67,2.38
15/03/2022,Player59,Player38,43,5,2172,4828,3.39,1.33,3.49,1.36
16/03/2022,Player54,Player38,47,5,1574,4828,2.89,1.42,2.97,1.46
16/03/2022,Player18,Player26,23,30,3354,3202,1.84,1.98,1.89,2.03
16/03/2022,Player49,Player26,10,30,4133,3202,1.62,2.32,1.67,2.38
17/03/2022,Player9,Player44,29,22,3213,3686,2.17,1.7,2.24,1.74
17/03/2022,Player36,Player48,58,12,885,4191,3.82,1.27,3.93,1.31
17/03/2022,Player32,Player36,46,58,1603,885,1.57,2.43,1.61,2.5
18/03/2022,Player20,Player9,41,29,2260,3213,2.12,1.73,2.18,1.78
18/03/2022,Player26,Player31,30,55,3202,899,1.47,2.7,1.51,2.78
18/03/2022,Player40,Player58,17,38,3658,2420,1.67,2.22,1.72,2.29
19/03/2022,Player50,Player54,15,47,3906,1574,1.41,2.93,1.45,3.02
19/03/2022,Player46,Player59,7,43,4796,2172,1.39,3.05,1.43,3.14
19/03/2022,Player21,Player53,53,2,1077,4719,3.29,1.34,3.39,1.38
20/03/2022,Player13,Player41,39,51,2325,1403,1.6,2.36,1.65,2.42
20/03/2022,Player6,Player7,9,20,4577,3316,1.65,2.25,1.7,2.32
20/03/2022,Player43,Player49,1,10,4968,4133,1.64,2.28,1.69,2.34
21/03/2022,Player14,Player20,11,41,4174,2260,1.48,2.67,1.52,2.75
21/03/2022,Player48,Player4,12,19,4191,3295,1.79,2.04,1.84,2.1
21/03/2022,Player47,Player42,6,13,4446,3909,1.77,2.06,1.82,2.12
22/03/2022,Player6,Player47,9,6,4577,4446,2.0,1.82,2.06,1.87
22/03/2022,Player42,Player37,13,52,3909,1222,1.49,2.65,1.53,2.73
22/03/2022,Player31,Player9,55,29,899,3213,2.31,1.62,2.38,1.67
23/03/2022,Player26,Player34,30,32,3202,2831,1.93,1.88,1.99,1.94
23/03/2022,Player12,Player59,26,43,3655,2172,1.67,2.21,1.72,2.28
23/03/2022,Player32,Player13,46,39,1603,2325,1.98,1.83,2.04,1.89
24/03/2022,Player49,Player9,10,29,4133,3213,1.62,2.31,1.67,2.37
24/03/2022,Player53,Player41,2,51,4719,1403,1.39,3.04,1.43,3.13
24/03/2022,Player15,Player17,34,49,2466,1531,1.64,2.26,1.69,2.33
25/03/2022,Player22,Player58,42,38,1754,2420,1.77,2.06,1.82,2.12
25/03/2022,Player22,Player8,42,59,1754,901,1.54,2.49,1.59,2.56
25/03/2022,Player13,Player59,39,43,2325,2172,1.88,1.93,1.94,1.98
26/03/2022,Player44,Player11,22,45,3686,2050,1.6,2.35,1.65,2.42
26/03/2022,Player10,Player13,31,39,2848,2325,1.66,2.23,1.71,2.3
26/03/2022,Player45,Player8,25,59,3083,901,1.56,2.45,1.6,2.53
27/03/2022,Player12,Player31,26,55,3655,899,1.46,2.74,1.5,2.82
27/03/2022,Player47,Player21,6,53,4446,1077,1.27,3.8,1.31,3.91
27/03/2022,Player39,Player37,37,52,2389,1222,1.71,2.15,1.76,2.21
28/03/2022,Player20,Player3,41,28,2260,3305,2.33,1.61,2.4,1.66
28/03/2022,Player17,Player31,49,55,1531,899,1.89,1.92,1.95,1.97
28/03/2022,Player17,Player51,49,27,1531,3119,2.36,1.6,2.43,1.64
29/03/2022,Player40,Player47,17,6,3658,4446,2.41,1.57,2.48,1.62
29/03/2022,Player15,Player1,34,60,2466,994,1.36,3.19,1.4,3.28
29/03/2022,Player31,Player21,55,53,899,1077,1.9,1.91,1.95,1.97
30/03/2022,Player38,Player6,5,9,4828,4577,2.0,1.82,2.06,1.87
30/03/2022,Player6,Player24,9,40,4577,2440,1.53,2.52,1.57,2.6
30/03/2022,Player37,Player53,52,2,1222,4719,3.56,1.3,3.66,1.34
31/03/2022,Player18,Player21,23,53,3354,1077,1.49,2.64,1.53,2.72
