Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSCH,PSCD,PSCA
20/03/2022,Team14,Team6,0,1,A,1.92,4.35,3.33,1.98,4.48,3.43
20/03/2022,Team7,Team14,1,0,A,1.53,5.17,4.96,1.57,5.33,5.1
21/03/2022,Team7,Team14,1,0,H,1.5,5.49,4.98,1.54,5.66,5.13
21/03/2022,Team19,Team1,0,2,A,4.08,4.19,1.77,4.2,4.32,1.82
21/03/2022,Team17,Team1,0,2,A,3.89,4.31,1.78,4.0,4.43,1.84
21/03/2022,Team3,Team17,2,1,A,3.4,4.95,1.81,3.5,5.09,1.86
22/03/2022,Team13,Team0,1,0,A,2.76,4.53,2.14,2.84,4.67,2.2
22/03/2022,Team5,Team0,2,1,D,2.08,5.08,2.68,2.15,5.23,2.76
22/03/2022,Team10,Team12,2,2,H,1.46,5.28,5.64,1.51,5.44,5.8
22/03/2022,Team9,Team8,0,3,A,2.12,4.58,2.77,2.19,4.72,2.85
23/03/2022,Team5,Team15,2,0,H,2.23,5.28,2.42,2.3,5.44,2.5
23/03/2022,Team9,Team5,2,4,D,2.37,5.07,2.32,2.44,5.22,2.39
23/03/2022,Team2,Team13,2,2,H,1.78,4.23,3.95,1.84,4.35,4.07
23/03/2022,Team3,Team16,0,1,A,4.18,5.91,1.56,4.3,6.08,1.61
24/03/2022,Team6,Team4,1,1,A,4.57,3.97,1.72,4.71,4.09,1.78
24/03/2022,Team1,Team13,0,0,H,1.51,4.56,5.91,1.56,4.7,6.09
24/03/2022,Team12,Team9,0,2,A,4.53,4.4,1.66,4.66,4.53,1.71
24/03/2022,Team12,Team1,0,2,A,4.19,6.02,1.55,4.32,6.2,1.59
25/03/2022,Team6,Team7,1,2,D,3.81,4.38,1.79,3.93,4.51,1.84
25/03/2022,Team11,Team3,1,1,A,1.26,4.94,18.27,1.3,5.09,18.81
25/03/2022,Team14,Team2,1,1,D,3.36,5.12,1.79,3.46,5.27,1.85
25/03/2022,Team15,Team5,3,3,H,2.15,4.17,2.9,2.21,4.29,2.99
26/03/2022,Team7,Team0,1,3,D,1.77,4.88,3.56,1.82,5.02,3.66
26/03/2022,Team10,Team5,0,3,D,2.2,5.9,2.35,2.26,6.08,2.42
26/03/2022,Team14,Team1,3,2,A,4.46,4.6,1.64,4.59,4.73,1.69
26/03/2022,Team8,Team10,3,2,H,1.86,5.19,3.12,1.92,5.34,3.21
27/03/2022,Team1,Team13,2,1,D,1.57,3.95,6.24,1.62,4.06,6.42
27/03/2022,Team12,Team14,2,1,H,2.15,4.79,2.65,2.22,4.93,2.73
27/03/2022,Team0,Team12,1,0,H,1.58,4.65,4.97,1.62,4.79,5.11
27/03/2022,Team11,Team18,3,0,H,1.49,4.62,6.14,1.53,4.76,6.32
28/03/2022,Team16,Team0,2,2,H,2.25,5.24,2.41,2.32,5.4,2.48
28/03/2022,Team12,Team11,2,2,D,4.15,4.45,1.71,4.27,4.58,1.76
28/03/2022,Team10,Team1,0,1,A,2.88,5.2,1.96,2.97,5.35,2.02
28/03/2022,Team3,Team2,0,2,A,4.61,6.0,1.5,4.75,6.17,1.54
29/03/2022,Team18,Team12,1,4,A,2.02,6.67,2.48,2.07,6.86,2.55
29/03/2022,Team14,Team7,2,1,D,3.77,5.61,1.65,3.89,5.78,1.7
29/03/2022,Team4,Team8,2,1,H,1.79,4.87,3.51,1.84,5.02,3.62
29/03/2022,Team0,Team15,2,2,H,2.18,5.79,2.39,2.25,5.96,2.46
30/03/2022,Team12,Team0,0,1,H,4.51,4.6,1.64,4.64,4.73,1.69
30/03/2022,Team6,Team7,2,0,A,3.68,4.59,1.79,3.79,4.72,1.84
30/03/2022,Team0,Team16,4,0,H,1.79,4.83,3.51,1.84,4.97,3.61
30/03/2022,Team12,Team13,0,3,A,3.11,4.33,2.01,3.2,4.45,2.07
31/03/2022,Team13,Team19,0,0,D,1.94,4.99,3.0,2.0,5.13,3.09
31/03/2022,Team10,Team14,1,1,H,1.77,4.16,4.09,1.82,4.29,4.21
31/03/2022,Team6,Team3,0,1,A,1.57,4.42,5.3,1.62,4.55,5.46
31/03/2022,Team13,Team10,1,0,H,2.29,4.86,2.45,2.36,5.0,2.53
01/04/2022,Team10,Team7,2,1,H,2.77,3.92,2.31,2.85,4.03,2.37
01/04/2022,Team10,Team11,0,0,H,2.56,4.54,2.28,2.63,4.68,2.35
01/04/2022,Team4,Team13,3,0,H,1.5,4.21,6.81,1.55,4.33,7.01
01/04/2022,Team2,Team18,1,2,H,1.41,4.74,7.74,1.45,4.88,7.97
02/04/2022,Team19,Team3,1,1,H,1.42,4.66,7.7,1.46,4.79,7.92
02/04/2022,Team8,Team6,0,1,D,1.6,4.41,5.05,1.65,4.54,5.2
02/04/2022,Team9,Team13,1,1,A,1.71,4.94,3.8,1.76,5.08,3.91
02/04/2022,Team7,Team8,0,2,H,1.91,4.19,3.49,1.96,4.31,3.59
03/04/2022,Team4,Team0,3,1,D,1.85,4.67,3.38,1.91,4.81,3.48
03/04/2022,Team17,Team3,0,1,D,1.51,3.99,7.27,1.56,4.11,7.48
03/04/2022,Team14,Team6,1,1,H,2.09,4.87,2.74,2.15,5.01,2.82
03/04/2022,Team16,Team15,2,0,H,2.54,5.14,2.16,2.62,5.29,2.23
04/04/2022,Team15,Team7,1,1,A,2.0,5.39,2.74,2.06,5.55,2.82
04/04/2022,Team0,Team3,1,0,H,1.22,6.67,12.35,1.26,6.87,12.71
04/04/2022,Team18,Team3,0,0,A,1.72,4.13,4.43,1.77,4.25,4.56
04/04/2022,Team6,Team5,1,0,D,3.48,4.41,1.86,3.59,4.54,1.92
05/04/2022,Team3,Team1,1,2,A,8.56,6.13,1.3,8.81,6.31,1.34
05/04/2022,Team13,Team14,2,1,D,1.89,4.18,3.55,1.95,4.31,3.65
05/04/2022,Team11,Team4,1,0,H,2.45,4.77,2.32,2.52,4.91,2.38
05/04/2022,Team18,Team0,3,0,D,4.33,5.19,1.6,4.46,5.35,1.64
06/04/2022,Team6,Team10,0,2,H,2.86,4.62,2.06,2.95,4.75,2.13
06/04/2022,Team10,Team14,3,2,H,1.71,5.89,3.38,1.76,6.06,3.48
06/04/2022,Team18,Team8,0,0,A,3.88,4.59,1.74,3.99,4.72,1.79
06/04/2022,Team9,Team18,0,2,A,1.49,5.83,4.83,1.53,6.0,4.97
07/04/2022,Team0,Team5,4,2,H,2.19,4.48,2.71,2.25,4.61,2.79
07/04/2022,Team12,Team8,0,1,D,4.31,5.0,1.62,4.44,5.15,1.67
07/04/2022,Team8,Team7,2,0,H,2.4,4.0,2.61,2.47,4.12,2.68
07/04/2022,Team1,Team17,0,2,A,1.43,6.12,5.39,1.47,6.3,5.55
08/04/2022,Team4,Team19,1,2,A,1.5,4.3,6.55,1.55,4.43,6.74
08/04/2022,Team4,Team17,1,2,A,1.48,4.29,7.03,1.53,4.42,7.24
08/04/2022,Team6,Team4,1,3,D,6.28,3.9,1.58,6.47,4.02,1.62
08/04/2022,Team2,Team0,0,0,A,1.94,5.5,2.83,2.0,5.66,2.91
09/04/2022,Team17,Team10,1,3,A,2.32,5.06,2.37,2.39,5.2,2.44
09/04/2022,Team3,Team2,0,1,D,5.65,4.82,1.5,5.82,4.97,1.55
09/04/2022,Team19,Team5,1,1,A,2.84,5.57,1.93,2.92,5.73,1.99
09/04/2022,Team9,Team19,1,1,H,1.64,5.3,3.96,1.69,5.45,4.07
10/04/2022,Team1,Team5,1,4,H,1.86,3.95,3.85,1.92,4.07,3.96
10/04/2022,Team2,Team4,1,1,A,2.59,4.13,2.37,2.67,4.25,2.44
10/04/2022,Team5,Team16,0,1,D,1.82,4.87,3.39,1.87,5.02,3.49
10/04/2022,Team5,Team9,1,2,D,1.96,5.19,2.88,2.02,5.34,2.96
11/04/2022,Team5,Team1,0,0,H,2.55,6.8,1.96,2.62,7.0,2.02
11/04/2022,Team5,Team2,1,1,D,1.99,5.33,2.78,2.05,5.49,2.86
11/04/2022,Team18,Team12,0,2,D,2.19,4.4,2.73,2.25,4.52,2.81
11/04/2022,Team9,Team15,3,2,H,2.48,4.59,2.33,2.55,4.73,2.4
12/04/2022,Team18,Team13,0,1,A,2.85,5.73,1.91,2.93,5.9,1.96
12/04/2022,Team12,Team0,1,1,A,3.71,5.34,1.69,3.82,5.49,1.74
12/04/2022,Team0,Team13,1,1,H,1.67,4.67,4.23,1.72,4.81,4.36
12/04/2022,Team1,Team7,1,2,A,1.84,4.93,3.3,1.89,5.07,3.39
13/04/2022,Team4,Team11,1,1,A,1.87,4.66,3.34,1.92,4.8,3.44
13/04/2022,Team17,Team3,0,3,D,1.54,6.03,4.27,1.58,6.21,4.4
13/04/2022,Team15,Team18,3,1,H,1.36,4.7,9.63,1.4,4.84,9.91
13/04/2022,Team19,Team1,1,0,H,3.76,4.88,1.73,3.87,5.02,1.78
14/04/2022,Team19,Team14,0,3,D,2.04,4.17,3.13,2.1,4.29,3.22
14/04/2022,Team16,Team14,3,0,H,1.62,4.52,4.72,1.67,4.65,4.86
14/04/2022,Team10,Team6,1,0,A,1.7,4.82,3.93,1.75,4.96,4.04
14/04/2022,Team4,Team1,2,4,H,1.92,5.32,2.94,1.97,5.48,3.03
15/04/2022,Team3,Team9,1,1,H,5.88,5.21,1.45,6.06,5.37,1.5
15/04/2022,Team0,Team17,2,1,D,1.78,4.36,3.85,1.84,4.48,3.96
15/04/2022,Team16,Team10,0,1,A,2.15,4.49,2.76,2.22,4.62,2.84
15/04/2022,Team15,Team6,0,2,D,1.45,4.8,6.52,1.5,4.94,6.71
16/04/2022,Team14,Team10,2,2,A,2.66,5.16,2.08,2.74,5.32,2.14
16/04/2022,Team16,Team13,3,2,D,1.9,4.58,3.26,1.96,4.71,3.36
16/04/2022,Team3,Team5,0,2,A,5.45,4.37,1.57,5.61,4.49,1.61
16/04/2022,Team19,Team14,3,1,H,1.94,5.26,2.9,2.0,5.41,2.98
17/04/2022,Team4,Team5,3,0,H,1.69,4.84,3.99,1.74,4.98,4.11
17/04/2022,Team16,Team7,2,0,H,2.51,5.52,2.13,2.58,5.68,2.19
17/04/2022,Team2,Team4,3,2,D,3.06,3.92,2.14,3.15,4.04,2.2
17/04/2022,Team13,Team11,0,1,A,3.02,4.46,2.02,3.11,4.59,2.08
18/04/2022,Team18,Team14,4,1,H,2.4,4.24,2.51,2.47,4.37,2.59
18/04/2022,Team8,Team18,2,1,D,1.55,4.73,5.13,1.6,4.86,5.28
18/04/2022,Team17,Team7,2,5,A,3.51,4.51,1.84,3.61,4.64,1.9
18/04/2022,Team11,Team8,0,2,D,2.07,3.8,3.29,2.13,3.91,3.39
19/04/2022,Team12,Team5,1,4,A,3.75,5.0,1.71,3.86,5.15,1.77
19/04/2022,Team8,Team6,0,1,A,1.71,4.53,4.11,1.76,4.67,4.23
19/04/2022,Team1,Team14,2,1,H,1.54,4.45,5.72,1.58,4.58,5.88
19/04/2022,Team4,Team9,0,0,H,1.82,4.11,3.88,1.88,4.23,3.99
20/04/2022,Team6,Team15,1,0,D,4.65,5.14,1.56,4.79,5.29,1.61
20/04/2022,Team6,Team11,0,1,A,4.68,4.95,1.58,4.81,5.09,1.62
20/04/2022,Team4,Team13,2,4,H,1.48,5.05,5.68,1.52,5.2,5.85
20/04/2022,Team19,Team7,3,2,D,3.5,3.83,1.99,3.61,3.94,2.05
21/04/2022,Team9,Team4,1,4,A,2.68,4.59,2.17,2.76,4.73,2.24
21/04/2022,Team8,Team10,1,1,D,2.02,4.03,3.27,2.08,4.15,3.36
21/04/2022,Team12,Team0,1,3,A,3.85,5.31,1.66,3.96,5.46,1.71
21/04/2022,Team15,Team12,0,0,A,1.36,5.0,8.71,1.4,5.14,8.97
22/04/2022,Team0,Team12,2,1,H,1.55,3.99,6.47,1.6,4.1,6.66
22/04/2022,Team1,Team8,2,0,H,1.77,5.18,3.43,1.82,5.34,3.53
22/04/2022,Team5,Team18,1,1,D,1.37,5.52,7.13,1.41,5.68,7.34
22/04/2022,Team8,Team10,1,1,H,2.04,4.06,3.19,2.1,4.18,3.28
23/04/2022,Team17,Team18,6,0,H,1.7,4.73,3.99,1.75,4.87,4.11
23/04/2022,Team13,Team7,0,0,A,3.32,4.31,1.93,3.42,4.43,1.99
23/04/2022,Team5,Team2,0,1,H,2.02,4.24,3.13,2.08,4.37,3.22
23/04/2022,Team10,Team15,0,1,H,2.83,4.16,2.19,2.92,4.28,2.25
24/04/2022,Team4,Team9,2,2,H,1.55,5.08,4.77,1.6,5.23,4.91
24/04/2022,Team17,Team2,1,1,H,2.8,4.31,2.17,2.89,4.43,2.23
24/04/2022,Team4,Team12,2,1,H,1.35,6.0,7.03,1.39,6.18,7.24
24/04/2022,Team12,Team13,1,0,H,2.59,4.93,2.17,2.67,5.07,2.23
25/04/2022,Team4,Team17,0,1,H,1.47,4.34,7.3,1.51,4.46,7.52
25/04/2022,Team14,Team1,0,0,A,4.57,4.28,1.67,4.71,4.41,1.72
25/04/2022,Team4,Team0,1,1,H,1.7,4.44,4.25,1.75,4.57,4.37
25/04/2022,Team16,Team3,0,0,H,1.36,4.35,11.62,1.4,4.48,11.96
26/04/2022,Team11,Team2,0,3,A,1.86,5.23,3.11,1.91,5.39,3.21
26/04/2022,Team17,Team7,2,0,H,3.86,4.2,1.81,3.97,4.33,1.86
26/04/2022,Team19,Team0,3,0,D,2.82,4.84,2.05,2.9,4.98,2.11
26/04/2022,Team14,Team4,2,0,D,3.77,4.9,1.72,3.88,5.04,1.77
27/04/2022,Team13,Team3,3,1,H,1.47,5.56,5.23,1.52,5.73,5.38
27/04/2022,Team1,Team7,1,1,H,1.79,5.01,3.44,1.84,5.15,3.54
27/04/2022,Team14,Team15,3,1,H,3.44,5.19,1.77,3.54,5.34,1.82
27/04/2022,Team5,Team9,1,0,A,1.82,5.62,3.1,1.87,5.79,3.19
28/04/2022,Team0,Team4,1,4,A,3.0,4.56,2.01,3.09,4.69,2.07
28/04/2022,Team10,Team18,1,2,H,1.57,5.28,4.47,1.62,5.44,4.6
28/04/2022,Team4,Team7,1,1,D,1.9,4.43,3.37,1.95,4.56,3.47
28/04/2022,Team8,Team16,0,2,A,1.82,4.86,3.39,1.87,5.0,3.49
29/04/2022,Team16,Team7,1,0,H,2.69,5.77,1.98,2.77,5.94,2.04
29/04/2022,Team0,Team15,1,1,A,2.34,4.74,2.43,2.41,4.88,2.5
29/04/2022,Team7,Team3,2,1,D,1.42,4.16,9.61,1.46,4.28,9.89
29/04/2022,Team4,Team8,1,0,A,1.77,4.67,3.69,1.82,4.81,3.8
30/04/2022,Team11,Team17,1,0,H,1.52,5.26,4.92,1.57,5.42,5.06
30/04/2022,Team2,Team3,1,1,H,1.36,4.19,13.12,1.4,4.31,13.51
30/04/2022,Team10,Team12,1,1,D,1.48,5.47,5.2,1.53,5.63,5.35
30/04/2022,Team7,Team10,2,1,H,1.8,3.96,4.14,1.85,4.07,4.26
01/05/2022,Team0,Team15,3,0,A,2.29,4.05,2.73,2.35,4.17,2.81
01/05/2022,Team19,Team9,0,0,H,2.52,5.15,2.18,2.6,5.3,2.24
01/05/2022,Team3,Team13,0,2,A,3.44,4.3,1.9,3.54,4.42,1.95
01/05/2022,Team8,Team1,1,0,D,2.81,4.19,2.2,2.89,4.31,2.26
02/05/2022,Team5,Team13,0,1,A,1.64,3.95,5.36,1.69,4.07,5.52
02/05/2022,Team14,Team7,0,3,A,3.67,4.97,1.74,3.78,5.12,1.79
02/05/2022,Team18,Team4,0,0,A,5.23,4.89,1.53,5.38,5.04,1.57
02/05/2022,Team12,Team18,0,1,H,2.15,4.13,2.91,2.21,4.25,3.0
03/05/2022,Team17,Team14,1,0,H,1.76,4.82,3.64,1.81,4.96,3.75
03/05/2022,Team2,Team5,1,1,A,2.06,5.22,2.68,2.12,5.37,2.75
03/05/2022,Team13,Team2,0,1,A,2.51,5.76,2.1,2.58,5.93,2.16
03/05/2022,Team7,Team3,3,0,H,1.31,4.12,23.99,1.34,4.24,24.7
04/05/2022,Team14,Team4,0,0,A,5.3,4.05,1.63,5.45,4.17,1.68
04/05/2022,Team3,Team4,0,2,A,7.51,4.79,1.41,7.73,4.93,1.45
04/05/2022,Team15,Team5,0,1,H,1.94,5.6,2.82,1.99,5.76,2.9
04/05/2022,Team5,Team0,1,1,D,1.78,7.22,2.85,1.84,7.43,2.94
05/05/2022,Team6,Team3,4,1,H,1.64,4.07,5.11,1.69,4.19,5.26
05/05/2022,Team2,Team6,3,0,D,1.6,4.24,5.29,1.65,4.36,5.44
05/05/2022,Team5,Team17,0,1,H,1.57,4.98,4.7,1.62,5.12,4.84
05/05/2022,Team12,Team6,0,1,A,2.28,5.84,2.27,2.35,6.02,2.34
06/05/2022,Team6,Team7,2,1,H,3.31,5.29,1.79,3.4,5.45,1.84
06/05/2022,Team14,Team1,3,1,A,4.02,4.63,1.71,4.14,4.76,1.76
06/05/2022,Team8,Team17,4,4,D,1.71,3.91,4.82,1.76,4.02,4.96
06/05/2022,Team0,Team13,1,0,H,1.64,5.1,4.09,1.69,5.25,4.21
07/05/2022,Team0,Team3,3,0,H,1.24,5.34,17.49,1.28,5.49,18.01
07/05/2022,Team9,Team15,0,3,H,2.38,4.15,2.57,2.45,4.27,2.65
07/05/2022,Team10,Team15,0,3,A,2.59,4.01,2.41,2.66,4.13,2.48
07/05/2022,Team6,Team11,0,0,A,3.87,3.97,1.85,3.98,4.09,1.91
08/05/2022,Team14,Team10,1,0,H,2.67,4.93,2.11,2.75,5.07,2.18
08/05/2022,Team11,Team7,2,1,A,2.0,5.4,2.74,2.06,5.56,2.83
08/05/2022,Team8,Team1,3,1,H,2.79,4.34,2.17,2.88,4.47,2.23
08/05/2022,Team6,Team5,2,1,A,3.8,5.02,1.7,3.92,5.17,1.75
09/05/2022,Team16,Team15,0,3,A,3.06,5.21,1.88,3.15,5.36,1.94
09/05/2022,Team8,Team2,1,1,A,2.14,4.46,2.79,2.2,4.59,2.87
09/05/2022,Team19,Team12,1,1,A,1.53,6.25,4.21,1.58,6.43,4.34
09/05/2022,Team11,Team4,1,2,A,2.59,4.18,2.35,2.67,4.3,2.42
10/05/2022,Team16,Team4,1,1,A,3.32,4.46,1.91,3.42,4.59,1.96
10/05/2022,Team18,Team3,0,0,H,1.71,4.68,3.99,1.76,4.81,4.11
10/05/2022,Team15,Team0,1,1,A,2.14,3.8,3.14,2.2,3.91,3.23
10/05/2022,Team1,Team11,1,0,H,1.82,5.68,3.07,1.88,5.85,3.16
11/05/2022,Team5,Team14,0,0,A,1.65,4.49,4.52,1.7,4.63,4.66
11/05/2022,Team5,Team4,1,2,D,2.67,4.9,2.12,2.75,5.05,2.18
11/05/2022,Team13,Team14,2,0,H,1.75,6.27,3.12,1.81,6.46,3.21
11/05/2022,Team7,Team15,2,0,H,2.13,5.64,2.48,2.2,5.8,2.55
12/05/2022,Team6,Team0,3,3,A,3.58,5.19,1.73,3.69,5.35,1.78
12/05/2022,Team15,Team13,0,0,H,1.51,5.54,4.8,1.56,5.7,4.94
12/05/2022,Team19,Team1,3,1,A,4.14,4.37,1.73,4.26,4.5,1.78
12/05/2022,Team10,Team6,0,0,H,1.66,4.58,4.33,1.71,4.72,4.46
13/05/2022,Team7,Team12,1,1,H,1.39,4.59,8.67,1.44,4.73,8.92
13/05/2022,Team2,Team3,0,0,H,1.31,6.13,8.25,1.34,6.31,8.49
13/05/2022,Team16,Team13,2,2,H,1.92,4.91,3.06,1.98,5.06,3.15
13/05/2022,Team17,Team18,1,2,A,1.77,4.91,3.56,1.82,5.06,3.67
14/05/2022,Team17,Team1,0,2,A,4.11,4.88,1.66,4.23,5.02,1.71
14/05/2022,Team10,Team18,1,0,A,1.68,4.13,4.69,1.73,4.25,4.83
14/05/2022,Team14,Team16,1,4,H,2.48,4.87,2.26,2.55,5.02,2.33
14/05/2022,Team15,Team5,5,0,H,1.82,5.09,3.29,1.87,5.23,3.38
15/05/2022,Team1,Team16,2,2,D,1.64,4.15,5.01,1.69,4.28,5.16
15/05/2022,Team8,Team0,2,3,H,2.01,5.73,2.64,2.07,5.9,2.72
15/05/2022,Team17,Team13,1,1,D,2.27,4.45,2.6,2.34,4.58,2.67
15/05/2022,Team15,Team0,2,0,H,1.94,4.31,3.3,2.0,4.43,3.39
16/05/2022,Team4,Team12,3,1,H,1.38,4.43,9.83,1.42,4.56,10.12
16/05/2022,Team0,Team16,1,2,H,1.88,4.25,3.55,1.93,4.38,3.65
16/05/2022,Team2,Team12,2,0,H,1.56,4.42,5.44,1.61,4.55,5.6
16/05/2022,Team12,Team3,1,1,H,1.72,4.75,3.86,1.77,4.89,3.98
17/05/2022,Team1,Team10,0,0,H,1.65,5.68,3.74,1.7,5.84,3.85
17/05/2022,Team12,Team13,1,0,H,2.72,5.52,1.99,2.8,5.68,2.05
17/05/2022,Team10,Team18,1,1,H,1.56,4.7,5.06,1.61,4.84,5.21
17/05/2022,Team8,Team6,0,1,H,1.48,5.03,5.76,1.52,5.18,5.92
18/05/2022,Team19,Team3,2,0,A,1.47,4.82,6.17,1.51,4.96,6.35
18/05/2022,Team9,Team5,1,1,H,2.31,4.1,2.68,2.38,4.22,2.76
18/05/2022,Team15,Team10,6,3,D,1.68,5.9,3.51,1.73,6.07,3.62
18/05/2022,Team9,Team11,2,0,H,2.14,5.12,2.59,2.2,5.27,2.66
19/05/2022,Team4,Team17,0,2,D,1.37,4.43,10.4,1.41,4.56,10.71
19/05/2022,Team1,Team16,2,4,D,1.56,4.36,5.6,1.6,4.49,5.76
19/05/2022,Team0,Team10,2,0,H,1.86,4.08,3.73,1.92,4.2,3.84
19/05/2022,Team3,Team16,1,0,A,3.76,5.62,1.65,3.87,5.79,1.7
20/05/2022,Team13,Team11,1,1,H,2.9,4.85,2.0,2.99,4.99,2.06
20/05/2022,Team1,Team11,1,4,A,1.85,5.0,3.24,1.9,5.14,3.34
20/05/2022,Team4,Team11,0,1,A,1.78,4.92,3.5,1.84,5.06,3.6
20/05/2022,Team14,Team18,2,1,H,1.76,5.25,3.42,1.82,5.4,3.52
21/05/2022,Team12,Team9,0,3,A,4.43,4.37,1.68,4.56,4.5,1.73
21/05/2022,Team1,Team12,2,2,H,1.35,3.83,20.74,1.39,3.95,21.35
21/05/2022,Team8,Team12,2,1,A,1.48,4.83,5.99,1.52,4.97,6.17
21/05/2022,Team3,Team2,0,1,H,5.84,4.94,1.48,6.01,5.08,1.52
22/05/2022,Team7,Team1,1,0,H,2.43,4.77,2.33,2.51,4.91,2.4
22/05/2022,Team11,Team3,2,0,H,1.23,5.2,23.51,1.26,5.36,24.21
22/05/2022,Team12,Team3,0,1,A,1.51,5.34,4.99,1.55,5.49,5.13
22/05/2022,Team4,Team10,1,2,H,1.67,4.93,4.03,1.72,5.08,4.15
23/05/2022,Team7,Team16,0,2,H,1.58,5.18,4.49,1.62,5.33,4.62
23/05/2022,Team9,Team5,1,1,H,2.23,4.74,2.56,2.29,4.88,2.64
23/05/2022,Team5,Team17,2,1,H,1.62,4.9,4.38,1.67,5.05,4.51
23/05/2022,Team5,Team7,1,0,H,2.23,4.19,2.76,2.29,4.32,2.84
24/05/2022,Team16,Team5,0,3,A,2.38,5.44,2.25,2.45,5.6,2.31
24/05/2022,Team7,Team0,1,1,A,1.89,4.08,3.63,1.94,4.2,3.74
24/05/2022,Team15,Team5,3,2,H,2.02,4.87,2.86,2.08,5.01,2.95
24/05/2022,Team17,Team10,3,1,H,2.4,5.13,2.28,2.48,5.28,2.34
25/05/2022,Team5,Team16,1,1,H,1.64,5.64,3.82,1.68,5.81,3.93
25/05/2022,Team19,Team12,0,2,A,1.7,5.22,3.69,1.75,5.37,3.79
25/05/2022,Team9,Team8,0,2,A,2.39,5.06,2.31,2.46,5.21,2.38
25/05/2022,Team16,Team8,1,3,A,2.16,5.6,2.44,2.23,5.76,2.52
26/05/2022,Team13,Team1,1,2,A,3.21,4.34,1.97,3.31,4.47,2.02
26/05/2022,Team0,Team15,2,4,A,2.25,4.54,2.59,2.32,4.67,2.67
26/05/2022,Team0,Team19,1,0,D,1.63,4.49,4.66,1.68,4.62,4.79
26/05/2022,Team6,Team14,0,1,H,1.98,4.34,3.17,2.04,4.47,3.26
27/05/2022,Team10,Team16,0,0,A,2.22,4.69,2.59,2.29,4.82,2.66
27/05/2022,Team15,Team18,1,0,D,1.48,4.33,6.98,1.52,4.46,7.19
27/05/2022,Team14,Team7,0,1,A,3.77,4.7,1.75,3.88,4.84,1.8
27/05/2022,Team4,Team19,0,6,A,1.48,4.88,5.91,1.52,5.02,6.08
28/05/2022,Team16,Team7,0,1,H,2.75,4.61,2.13,2.83,4.75,2.19
28/05/2022,Team2,Team9,0,2,A,2.1,4.53,2.82,2.17,4.66,2.91
28/05/2022,Team14,Team15,2,1,A,3.48,4.45,1.86,3.58,4.59,1.91
28/05/2022,Team6,Team9,3,0,D,2.89,5.09,1.97,2.97,5.24,2.03
29/05/2022,Team9,Team1,0,4,A,2.63,5.3,2.08,2.71,5.45,2.14
29/05/2022,Team16,Team12,1,2,D,1.63,4.36,4.83,1.68,4.49,4.97
29/05/2022,Team15,Team4,0,1,A,2.61,4.76,2.19,2.69,4.9,2.25
29/05/2022,Team2,Team19,2,0,A,1.64,4.96,4.17,1.69,5.11,4.29
30/05/2022,Team0,Team13,4,2,H,1.79,4.49,3.71,1.85,4.62,3.82
30/05/2022,Team4,Team0,2,1,H,1.61,5.54,4.03,1.66,5.71,4.15
30/05/2022,Team19,Team1,2,1,H,3.95,4.3,1.77,4.07,4.43,1.82
30/05/2022,Team1,Team17,3,1,H,1.39,4.72,8.45,1.43,4.86,8.7
31/05/2022,Team13,Team17,0,1,D,1.93,5.29,2.93,1.98,5.45,3.01
31/05/2022,Team3,Team11,2,0,A,6.3,6.15,1.37,6.49,6.33,1.41
31/05/2022,Team11,Team15,1,1,A,1.99,5.45,2.74,2.05,5.61,2.82
31/05/2022,Team19,Team8,1,0,D,2.75,4.26,2.22,2.83,4.39,2.28
01/06/2022,Team15,Team2,1,1,A,1.91,6.23,2.74,1.97,6.41,2.82
01/06/2022,Team1,Team7,2,1,H,1.96,4.66,3.08,2.02,4.8,3.17
01/06/2022,Team15,Team3,0,0,H,1.2,5.12,40.62,1.24,5.27,41.82
01/06/2022,Team2,Team7,1,0,H,2.27,5.05,2.43,2.33,5.2,2.51
02/06/2022,Team10,Team2,0,0,A,2.35,4.27,2.57,2.41,4.4,2.64
02/06/2022,Team16,Team6,0,0,H,1.78,4.32,3.92,1.83,4.44,4.03
02/06/2022,Team12,Team17,1,3,D,2.52,4.73,2.26,2.59,4.87,2.33
02/06/2022,Team19,Team18,0,1,D,1.8,4.95,3.41,1.86,5.1,3.51
03/06/2022,Team11,Team1,0,2,A,2.51,4.26,2.4,2.58,4.38,2.47
03/06/2022,Team7,Team17,2,0,D,1.47,5.64,5.15,1.52,5.81,5.3
03/06/2022,Team10,Team13,0,0,H,1.87,6.09,2.84,1.93,6.27,2.93
03/06/2022,Team3,Team10,2,0,A,5.36,4.89,1.52,5.51,5.03,1.56
04/06/2022,Team12,Team14,0,3,A,2.07,6.74,2.39,2.13,6.94,2.46
04/06/2022,Team10,Team4,0,3,A,3.76,4.13,1.85,3.87,4.25,1.9
04/06/2022,Team13,Team18,0,3,A,1.55,4.78,5.08,1.6,4.93,5.23
04/06/2022,Team4,Team7,0,1,A,1.87,5.06,3.16,1.92,5.2,3.25
05/06/2022,Team6,Team14,1,0,H,2.16,4.9,2.61,2.22,5.05,2.69
05/06/2022,Team17,Team9,2,0,H,2.85,5.28,1.96,2.94,5.44,2.02
05/06/2022,Team1,Team5,1,0,H,1.99,4.96,2.9,2.04,5.11,2.98
